NONMMUT000025.2 	NONHSAT126642.2
NONMMUT038217.2 	NONHSAT184519.1
NONMMUT038279.2 	NONHSAT230449.1
NONMMUT038323.2 	NONHSAT021392.2
NONMMUT038329.2 	NONHSAT021468.2
NONMMUT038335.2 	NONHSAT021382.2
NONMMUT038339.2 	NONHSAT175044.1
NONMMUT038341.2 	NONHSAT024370.2
NONMMUT038351.2 	NONHSAT015642.2
NONMMUT038353.2 	NONHSAT047389.2
NONMMUT038364.2 	NONHSAT070337.2
NONMMUT038377.2 	NONHSAT148837.1
NONMMUT038404.2 	NONHSAT006337.2
NONMMUT038427.2 	NONHSAT021250.2
NONMMUT038458.2 	NONHSAT160320.1
NONMMUT038484.2 	NONHSAT003355.2
NONMMUT038490.2 	NONHSAT159109.1
NONMMUT038516.2 	NONHSAT229773.1
NONMMUT038524.2 	NONHSAT006577.2
NONMMUT038547.2 	NONHSAT021120.2
NONMMUT038658.2 	NONHSAT229755.1
NONMMUT038686.2 	NONHSAT018939.2
NONMMUT038697.2 	NONHSAT159067.1
NONMMUT038766.2 	NONHSAT171757.1
NONMMUT038767.2 	NONHSAT234959.1
NONMMUT038858.2 	NONHSAT230372.1
NONMMUT038859.2 	NONHSAT159003.1
NONMMUT038932.2 	NONHSAT230359.1
NONMMUT038941.2 	NONHSAT158985.1
NONMMUT038949.2 	NONHSAT018658.2
NONMMUT038963.2 	NONHSAT018635.2
NONMMUT038992.2 	NONHSAT160190.1
NONMMUT039004.2 	NONHSAT158970.1
NONMMUT039008.2 	NONHSAT158968.1
NONMMUT039015.2 	NONHSAT229710.1
NONMMUT039054.2 	NONHSAT113163.2
NONMMUT039065.2 	NONHSAT097837.2
NONMMUT039082.2 	NONHSAT160167.1
NONMMUT039088.2 	NONHSAT217026.1
NONMMUT039097.2 	NONHSAT010893.2
NONMMUT039122.2 	NONHSAT171424.1
NONMMUT039136.2 	NONHSAT234720.1
NONMMUT039149.2 	NONHSAT041529.2
NONMMUT039180.2 	NONHSAT171444.1
NONMMUT039247.2 	NONHSAT081224.2
NONMMUT039280.2 	NONHSAT037168.2
NONMMUT039305.2 	NONHSAT234774.1
NONMMUT039318.2 	NONHSAT041853.2
NONMMUT039320.2 	NONHSAT226394.1
NONMMUT039357.2 	NONHSAT234779.1
NONMMUT039375.2 	NONHSAT055088.2
NONMMUT039378.2 	NONHSAT170703.1
NONMMUT039385.2 	NONHSAT048080.2
NONMMUT039396.2 	NONHSAT171519.1
NONMMUT039400.2 	NONHSAT041986.2
NONMMUT039500.2 	NONHSAT082383.2
NONMMUT039513.2 	NONHSAT170729.1
NONMMUT039515.2 	NONHSAT235302.1
NONMMUT039526.2 	NONHSAT137889.2
NONMMUT039532.2 	NONHSAT170732.1
NONMMUT039561.2 	NONHSAT042269.2
NONMMUT039600.2 	NONHSAT042324.2
NONMMUT039642.2 	NONHSAT171580.1
NONMMUT039667.2 	NONHSAT162325.1
NONMMUT039668.2 	NONHSAT171583.1
NONMMUT039689.2 	NONHSAT187219.1
NONMMUT039701.2 	NONHSAT187202.1
NONMMUT039703.2 	NONHSAT168872.1
NONMMUT039734.2 	NONHSAT072153.2
NONMMUT039735.2 	NONHSAT073642.2
NONMMUT039792.2 	NONHSAT242440.1
NONMMUT039795.2 	NONHSAT073714.2
NONMMUT039818.2 	NONHSAT182414.1
NONMMUT039836.2 	NONHSAT243642.1
NONMMUT039860.2 	NONHSAT078198.2
NONMMUT039885.2 	NONHSAT078217.2
NONMMUT039895.2 	NONHSAT078227.2
NONMMUT039901.2 	NONHSAT243176.1
NONMMUT039951.2 	NONHSAT078261.2
NONMMUT039962.2 	NONHSAT226397.1
NONMMUT039966.2 	NONHSAT016444.2
NONMMUT039995.2 	NONHSAT159123.1
NONMMUT040002.2 	NONHSAT078310.2
NONMMUT040036.2 	NONHSAT078521.2
NONMMUT040046.2 	NONHSAT193637.1
NONMMUT040051.2 	NONHSAT243188.1
NONMMUT040077.2 	NONHSAT189314.1
NONMMUT040114.2 	NONHSAT189325.1
NONMMUT040187.2 	NONHSAT138831.2
NONMMUT040193.2 	NONHSAT243224.1
NONMMUT040235.2 	NONHSAT078782.2
NONMMUT040240.2 	NONHSAT188502.1
NONMMUT040251.2 	NONHSAT189530.1
NONMMUT040283.2 	NONHSAT243237.1
NONMMUT040284.2 	NONHSAT188522.1
NONMMUT040321.2 	NONHSAT078914.2
NONMMUT040330.2 	NONHSAT078945.2
NONMMUT040340.2 	NONHSAT142865.2
NONMMUT040366.2 	NONHSAT160436.1
NONMMUT040376.2 	NONHSAT243729.1
NONMMUT040400.2 	NONHSAT196616.1
NONMMUT040422.2 	NONHSAT188617.1
NONMMUT040428.2 	NONHSAT084316.2
NONMMUT040432.2 	NONHSAT023619.2
NONMMUT040449.2 	NONHSAT091904.2
NONMMUT040487.2 	NONHSAT188348.1
NONMMUT040493.2 	NONHSAT188347.1
NONMMUT040500.2 	NONHSAT115867.2
NONMMUT040514.2 	NONHSAT078924.2
NONMMUT040535.2 	NONHSAT061442.2
NONMMUT040536.2 	NONHSAT188637.1
NONMMUT040544.2 	NONHSAT079311.2
NONMMUT040576.2 	NONHSAT243782.1
NONMMUT040577.2 	NONHSAT188652.1
NONMMUT040582.2 	NONHSAT130014.2
NONMMUT040600.2 	NONHSAT001505.2
NONMMUT040620.2 	NONHSAT189584.1
NONMMUT040642.2 	NONHSAT189588.1
NONMMUT040664.2 	NONHSAT243314.1
NONMMUT040666.2 	NONHSAT079453.2
NONMMUT040730.2 	NONHSAT189608.1
NONMMUT040753.2 	NONHSAT092540.2
NONMMUT040754.2 	NONHSAT108289.2
NONMMUT040760.2 	NONHSAT243807.1
NONMMUT040787.2 	NONHSAT079579.2
NONMMUT040792.2 	NONHSAT189620.1
NONMMUT040814.2 	NONHSAT226623.1
NONMMUT040828.2 	NONHSAT079622.2
NONMMUT040837.2 	NONHSAT189637.1
NONMMUT040875.2 	NONHSAT007368.2
NONMMUT040891.2 	NONHSAT243823.1
NONMMUT040898.2 	NONHSAT189656.1
NONMMUT040978.2 	NONHSAT070959.2
NONMMUT040986.2 	NONHSAT136815.2
NONMMUT041004.2 	NONHSAT079871.2
NONMMUT041012.2 	NONHSAT079881.2
NONMMUT041033.2 	NONHSAT188805.1
NONMMUT041084.2 	NONHSAT188813.1
NONMMUT041098.2 	NONHSAT243873.1
NONMMUT041110.2 	NONHSAT243377.1
NONMMUT041160.2 	NONHSAT243385.1
NONMMUT041239.2 	NONHSAT188874.1
NONMMUT041326.2 	NONHSAT190415.1
NONMMUT041345.2 	NONHSAT189796.1
NONMMUT041351.2 	NONHSAT188933.1
NONMMUT041363.2 	NONHSAT188939.1
NONMMUT041422.2 	NONHSAT189827.1
NONMMUT041442.2 	NONHSAT188969.1
NONMMUT041444.2 	NONHSAT067167.2
NONMMUT041616.2 	NONHSAT080543.2
NONMMUT041621.2 	NONHSAT094595.2
NONMMUT041622.2 	NONHSAT243965.1
NONMMUT041632.2 	NONHSAT080583.2
NONMMUT041634.2 	NONHSAT243970.1
NONMMUT041649.2 	NONHSAT030493.2
NONMMUT041654.2 	NONHSAT172789.1
NONMMUT041832.2 	NONHSAT243571.1
NONMMUT041918.2 	NONHSAT189173.1
NONMMUT041925.2 	NONHSAT244063.1
NONMMUT041933.2 	NONHSAT080955.2
NONMMUT041946.2 	NONHSAT189178.1
NONMMUT041954.2 	NONHSAT115645.2
NONMMUT041984.2 	NONHSAT127328.2
NONMMUT041989.2 	NONHSAT215990.1
NONMMUT041991.2 	NONHSAT255999.1
NONMMUT042039.2 	NONHSAT216015.1
NONMMUT042075.2 	NONHSAT218497.1
NONMMUT042128.2 	NONHSAT217296.1
NONMMUT042167.2 	NONHSAT199546.1
NONMMUT042202.2 	NONHSAT107894.2
NONMMUT042208.2 	NONHSAT255128.1
NONMMUT042355.2 	NONHSAT246035.1
NONMMUT042395.2 	NONHSAT247002.1
NONMMUT042410.2 	NONHSAT093181.2
NONMMUT042439.2 	NONHSAT093388.2
NONMMUT042497.2 	NONHSAT093465.2
NONMMUT042502.2 	NONHSAT036846.2
NONMMUT042505.2 	NONHSAT093467.2
NONMMUT042524.2 	NONHSAT093493.2
NONMMUT042530.2 	NONHSAT093500.2
NONMMUT042531.2 	NONHSAT093474.2
NONMMUT042532.2 	NONHSAT246078.1
NONMMUT042540.2 	NONHSAT195000.1
NONMMUT042564.2 	NONHSAT093617.2
NONMMUT042636.2 	NONHSAT002096.2
NONMMUT042651.2 	NONHSAT098174.2
NONMMUT042652.2 	NONHSAT096021.2
NONMMUT042688.2 	NONHSAT201567.1
NONMMUT042707.2 	NONHSAT201609.1
NONMMUT042746.2 	NONHSAT247780.1
NONMMUT042756.2 	NONHSAT200376.1
NONMMUT042909.2 	NONHSAT098347.2
NONMMUT042962.2 	NONHSAT098444.2
NONMMUT042982.2 	NONHSAT199142.1
NONMMUT042992.2 	NONHSAT247810.1
NONMMUT042996.2 	NONHSAT098478.2
NONMMUT043007.2 	NONHSAT199145.1
NONMMUT043060.2 	NONHSAT033305.2
NONMMUT043080.2 	NONHSAT033272.2
NONMMUT043094.2 	NONHSAT127539.2
NONMMUT043118.2 	NONHSAT033188.2
NONMMUT043180.2 	NONHSAT246908.1
NONMMUT043182.2 	NONHSAT183868.1
NONMMUT043217.2 	NONHSAT194632.1
NONMMUT043222.2 	NONHSAT092691.2
NONMMUT043253.2 	NONHSAT092724.2
NONMMUT043273.2 	NONHSAT194667.1
NONMMUT043302.2 	NONHSAT196466.1
NONMMUT043313.2 	NONHSAT194719.1
NONMMUT043354.2 	NONHSAT196478.1
NONMMUT043356.2 	NONHSAT255034.1
NONMMUT043359.2 	NONHSAT092861.2
NONMMUT043378.2 	NONHSAT114639.2
NONMMUT043435.2 	NONHSAT092995.2
NONMMUT043439.2 	NONHSAT092997.2
NONMMUT043448.2 	NONHSAT076362.2
NONMMUT043457.2 	NONHSAT093004.2
NONMMUT043532.2 	NONHSAT203290.1
NONMMUT043549.2 	NONHSAT248723.1
NONMMUT043564.2 	NONHSAT098981.2
NONMMUT043639.2 	NONHSAT200606.1
NONMMUT043668.2 	NONHSAT247844.1
NONMMUT043682.2 	NONHSAT199230.1
NONMMUT043697.2 	NONHSAT248688.1
NONMMUT043746.2 	NONHSAT154168.1
NONMMUT043772.2 	NONHSAT006882.2
NONMMUT043881.2 	NONHSAT006788.2
NONMMUT043944.2 	NONHSAT006710.2
NONMMUT043964.2 	NONHSAT006669.2
NONMMUT043970.2 	NONHSAT227191.1
NONMMUT043993.2 	NONHSAT006639.2
NONMMUT044042.2 	NONHSAT149848.1
NONMMUT044053.2 	NONHSAT152331.1
NONMMUT044105.2 	NONHSAT149807.1
NONMMUT044106.2 	NONHSAT225541.1
NONMMUT044109.2 	NONHSAT006427.2
NONMMUT044118.2 	NONHSAT066059.2
NONMMUT044136.2 	NONHSAT149803.1
NONMMUT044143.2 	NONHSAT149800.1
NONMMUT044168.2 	NONHSAT006360.2
NONMMUT044189.2 	NONHSAT152299.1
NONMMUT044212.2 	NONHSAT149783.1
NONMMUT044231.2 	NONHSAT227149.1
NONMMUT044244.2 	NONHSAT225521.1
NONMMUT044249.2 	NONHSAT163337.1
NONMMUT044257.2 	NONHSAT252079.1
NONMMUT044276.2 	NONHSAT073641.2
NONMMUT044277.2 	NONHSAT093153.2
NONMMUT044349.2 	NONHSAT225513.1
NONMMUT044350.2 	NONHSAT225512.1
NONMMUT044375.2 	NONHSAT005571.2
NONMMUT044389.2 	NONHSAT157164.1
NONMMUT044418.2 	NONHSAT154084.1
NONMMUT044426.2 	NONHSAT239905.1
NONMMUT044454.2 	NONHSAT098738.2
NONMMUT044472.2 	NONHSAT149651.1
NONMMUT044478.2 	NONHSAT005446.2
NONMMUT044510.2 	NONHSAT149636.1
NONMMUT044511.2 	NONHSAT152140.1
NONMMUT044519.2 	NONHSAT225415.1
NONMMUT044576.2 	NONHSAT005332.2
NONMMUT044578.2 	NONHSAT149624.1
NONMMUT044632.2 	NONHSAT154047.1
NONMMUT044636.2 	NONHSAT225381.1
NONMMUT044641.2 	NONHSAT005207.2
NONMMUT044643.2 	NONHSAT005198.2
NONMMUT044694.2 	NONHSAT152081.1
NONMMUT044707.2 	NONHSAT149544.1
NONMMUT044709.2 	NONHSAT227002.1
NONMMUT044720.2 	NONHSAT149530.1
NONMMUT044744.2 	NONHSAT078944.2
NONMMUT044745.2 	NONHSAT001838.2
NONMMUT044752.2 	NONHSAT152061.1
NONMMUT044785.2 	NONHSAT005013.2
NONMMUT044819.2 	NONHSAT175183.1
NONMMUT044832.2 	NONHSAT226975.1
NONMMUT044842.2 	NONHSAT149483.1
NONMMUT044867.2 	NONHSAT004854.2
NONMMUT044872.2 	NONHSAT226960.1
NONMMUT044891.2 	NONHSAT226958.1
NONMMUT044899.2 	NONHSAT226957.1
NONMMUT044904.2 	NONHSAT200245.1
NONMMUT044927.2 	NONHSAT149448.1
NONMMUT044947.2 	NONHSAT004731.2
NONMMUT044948.2 	NONHSAT004738.2
NONMMUT044964.2 	NONHSAT004728.2
NONMMUT044992.2 	NONHSAT004675.2
NONMMUT045026.2 	NONHSAT004628.2
NONMMUT045050.2 	NONHSAT225224.1
NONMMUT045070.2 	NONHSAT225004.1
NONMMUT045071.2 	NONHSAT225218.1
NONMMUT045118.2 	NONHSAT097978.2
NONMMUT045121.2 	NONHSAT182747.1
NONMMUT045262.2 	NONHSAT198925.1
NONMMUT045296.2 	NONHSAT097743.2
NONMMUT045306.2 	NONHSAT200270.1
NONMMUT045312.2 	NONHSAT248479.1
NONMMUT045373.2 	NONHSAT097649.2
NONMMUT045382.2 	NONHSAT142017.2
NONMMUT045401.2 	NONHSAT097600.2
NONMMUT045448.2 	NONHSAT012804.2
NONMMUT045452.2 	NONHSAT247679.1
NONMMUT045460.2 	NONHSAT032432.2
NONMMUT045478.2 	NONHSAT247671.1
NONMMUT045526.2 	NONHSAT247649.1
NONMMUT045542.2 	NONHSAT198841.1
NONMMUT045556.2 	NONHSAT113463.2
NONMMUT045573.2 	NONHSAT151894.1
NONMMUT045590.2 	NONHSAT153880.1
NONMMUT045600.2 	NONHSAT151881.1
NONMMUT045609.2 	NONHSAT149292.1
NONMMUT045640.2 	NONHSAT034293.2
NONMMUT045681.2 	NONHSAT151839.1
NONMMUT045752.2 	NONHSAT151808.1
NONMMUT045770.2 	NONHSAT149231.1
NONMMUT045777.2 	NONHSAT226788.1
NONMMUT045780.2 	NONHSAT149229.1
NONMMUT045787.2 	NONHSAT151796.1
NONMMUT045792.2 	NONHSAT151794.1
NONMMUT045797.2 	NONHSAT225151.1
NONMMUT045863.2 	NONHSAT151789.1
NONMMUT045866.2 	NONHSAT003969.2
NONMMUT045867.2 	NONHSAT122533.2
NONMMUT045900.2 	NONHSAT149178.1
NONMMUT045945.2 	NONHSAT141930.2
NONMMUT045959.2 	NONHSAT176359.1
NONMMUT045997.2 	NONHSAT091250.2
NONMMUT046000.2 	NONHSAT126696.2
NONMMUT046033.2 	NONHSAT013412.2
NONMMUT046051.2 	NONHSAT217084.1
NONMMUT046120.2 	NONHSAT217107.1
NONMMUT046148.2 	NONHSAT000090.2
NONMMUT046198.2 	NONHSAT256100.1
NONMMUT046214.2 	NONHSAT168995.1
NONMMUT046225.2 	NONHSAT127758.2
NONMMUT046243.2 	NONHSAT099458.2
NONMMUT046256.2 	NONHSAT099088.2
NONMMUT046257.2 	NONHSAT216090.1
NONMMUT046280.2 	NONHSAT217338.1
NONMMUT046293.2 	NONHSAT216083.1
NONMMUT046295.2 	NONHSAT150722.1
NONMMUT046303.2 	NONHSAT140635.2
NONMMUT046306.2 	NONHSAT047908.2
NONMMUT046316.2 	NONHSAT035661.2
NONMMUT046321.2 	NONHSAT163999.1
NONMMUT046322.2 	NONHSAT002727.2
NONMMUT046336.2 	NONHSAT127587.2
NONMMUT046341.2 	NONHSAT138492.2
NONMMUT046374.2 	NONHSAT126909.2
NONMMUT046385.2 	NONHSAT101532.2
NONMMUT046394.2 	NONHSAT251348.1
NONMMUT046416.2 	NONHSAT018803.2
NONMMUT046420.2 	NONHSAT114110.2
NONMMUT046447.2 	NONHSAT212780.1
NONMMUT046482.2 	NONHSAT163747.1
NONMMUT046486.2 	NONHSAT114055.2
NONMMUT046509.2 	NONHSAT086723.2
NONMMUT046516.2 	NONHSAT075153.2
NONMMUT046527.2 	NONHSAT207662.1
NONMMUT046536.2 	NONHSAT029040.2
NONMMUT046538.2 	NONHSAT040077.2
NONMMUT046550.2 	NONHSAT210816.1
NONMMUT046551.2 	NONHSAT073010.2
NONMMUT046595.2 	NONHSAT251290.1
NONMMUT046611.2 	NONHSAT075650.2
NONMMUT046643.2 	NONHSAT113926.2
NONMMUT046656.2 	NONHSAT150903.1
NONMMUT046658.2 	NONHSAT251287.1
NONMMUT046688.2 	NONHSAT069346.2
NONMMUT046694.2 	NONHSAT090081.2
NONMMUT046713.2 	NONHSAT130622.2
NONMMUT046714.2 	NONHSAT257386.1
NONMMUT046748.2 	NONHSAT137636.2
NONMMUT046776.2 	NONHSAT257397.1
NONMMUT046854.2 	NONHSAT130856.2
NONMMUT046856.2 	NONHSAT219426.1
NONMMUT046890.2 	NONHSAT256598.1
NONMMUT046948.2 	NONHSAT220649.1
NONMMUT046978.2 	NONHSAT130962.2
NONMMUT046994.2 	NONHSAT002435.2
NONMMUT047011.2 	NONHSAT008886.2
NONMMUT047058.2 	NONHSAT131028.2
NONMMUT047074.2 	NONHSAT037077.2
NONMMUT047080.2 	NONHSAT131062.2
NONMMUT047106.2 	NONHSAT220697.1
NONMMUT047130.2 	NONHSAT221065.1
NONMMUT047138.2 	NONHSAT121016.2
NONMMUT047152.2 	NONHSAT219894.1
NONMMUT047274.2 	NONHSAT127085.2
NONMMUT047295.2 	NONHSAT257727.1
NONMMUT047303.2 	NONHSAT133813.2
NONMMUT047308.2 	NONHSAT113761.2
NONMMUT047325.2 	NONHSAT133845.2
NONMMUT047353.2 	NONHSAT052578.2
NONMMUT047362.2 	NONHSAT256983.1
NONMMUT047368.2 	NONHSAT206793.1
NONMMUT047399.2 	NONHSAT133936.2
NONMMUT047465.2 	NONHSAT164132.1
NONMMUT047467.2 	NONHSAT165418.1
NONMMUT047503.2 	NONHSAT142302.2
NONMMUT047560.2 	NONHSAT134030.2
NONMMUT047585.2 	NONHSAT134345.2
NONMMUT047604.2 	NONHSAT134364.2
NONMMUT047672.2 	NONHSAT099090.2
NONMMUT047690.2 	NONHSAT181772.1
NONMMUT047706.2 	NONHSAT137785.2
NONMMUT047724.2 	NONHSAT132729.2
NONMMUT047749.2 	NONHSAT093616.2
NONMMUT047750.2 	NONHSAT144971.2
NONMMUT047752.2 	NONHSAT209190.1
NONMMUT047755.2 	NONHSAT078076.2
NONMMUT047782.2 	NONHSAT254413.1
NONMMUT047811.2 	NONHSAT130201.2
NONMMUT047812.2 	NONHSAT018873.2
NONMMUT047822.2 	NONHSAT102820.2
NONMMUT047824.2 	NONHSAT222438.1
NONMMUT047825.2 	NONHSAT100303.2
NONMMUT047826.2 	NONHSAT003245.2
NONMMUT047831.2 	NONHSAT001093.2
NONMMUT047848.2 	NONHSAT219212.1
NONMMUT047859.2 	NONHSAT130242.2
NONMMUT047882.2 	NONHSAT220517.1
NONMMUT047883.2 	NONHSAT257322.1
NONMMUT047885.2 	NONHSAT198804.1
NONMMUT047888.2 	NONHSAT130252.2
NONMMUT047896.2 	NONHSAT257335.1
NONMMUT047917.2 	NONHSAT018123.2
NONMMUT047942.2 	NONHSAT256509.1
NONMMUT047954.2 	NONHSAT050255.2
NONMMUT047981.2 	NONHSAT236865.1
NONMMUT048009.2 	NONHSAT208667.1
NONMMUT048024.2 	NONHSAT130376.2
NONMMUT048058.2 	NONHSAT256536.1
NONMMUT048067.2 	NONHSAT133986.2
NONMMUT048068.2 	NONHSAT139308.2
NONMMUT048094.2 	NONHSAT124838.2
NONMMUT048133.2 	NONHSAT081658.2
NONMMUT048141.2 	NONHSAT091257.2
NONMMUT048150.2 	NONHSAT003510.2
NONMMUT048153.2 	NONHSAT151662.1
NONMMUT048188.2 	NONHSAT151692.1
NONMMUT048210.2 	NONHSAT226722.1
NONMMUT048222.2 	NONHSAT003598.2
NONMMUT048239.2 	NONHSAT003605.2
NONMMUT048243.2 	NONHSAT258228.1
NONMMUT048248.2 	NONHSAT149057.1
NONMMUT048320.2 	NONHSAT003705.2
NONMMUT048354.2 	NONHSAT003731.2
NONMMUT048438.2 	NONHSAT003470.2
NONMMUT048444.2 	NONHSAT003458.2
NONMMUT048480.2 	NONHSAT003404.2
NONMMUT048484.2 	NONHSAT225053.1
NONMMUT048520.2 	NONHSAT226683.1
NONMMUT048547.2 	NONHSAT003323.2
NONMMUT048598.2 	NONHSAT220934.1
NONMMUT048616.2 	NONHSAT003242.2
NONMMUT048621.2 	NONHSAT226672.1
NONMMUT048667.2 	NONHSAT078717.2
NONMMUT048683.2 	NONHSAT151590.1
NONMMUT048692.2 	NONHSAT003166.2
NONMMUT048706.2 	NONHSAT096413.2
NONMMUT048779.2 	NONHSAT079300.2
NONMMUT048847.2 	NONHSAT148878.1
NONMMUT048860.2 	NONHSAT002951.2
NONMMUT048865.2 	NONHSAT225010.1
NONMMUT048879.2 	NONHSAT151528.1
NONMMUT048887.2 	NONHSAT145753.2
NONMMUT048890.2 	NONHSAT148873.1
NONMMUT048891.2 	NONHSAT105368.2
NONMMUT048921.2 	NONHSAT151526.1
NONMMUT048974.2 	NONHSAT068385.2
NONMMUT049165.2 	NONHSAT002776.2
NONMMUT049205.2 	NONHSAT099425.2
NONMMUT049206.2 	NONHSAT006253.2
NONMMUT049265.2 	NONHSAT126919.2
NONMMUT049271.2 	NONHSAT199199.1
NONMMUT049306.2 	NONHSAT095702.2
NONMMUT049329.2 	NONHSAT148716.1
NONMMUT049338.2 	NONHSAT002534.2
NONMMUT049345.2 	NONHSAT153596.1
NONMMUT049357.2 	NONHSAT002502.2
NONMMUT049378.2 	NONHSAT224921.1
NONMMUT049379.2 	NONHSAT148746.1
NONMMUT049398.2 	NONHSAT002470.2
NONMMUT049399.2 	NONHSAT002478.2
NONMMUT049449.2 	NONHSAT224906.1
NONMMUT049470.2 	NONHSAT151432.1
NONMMUT049471.2 	NONHSAT002396.2
NONMMUT049488.2 	NONHSAT203375.1
NONMMUT049490.2 	NONHSAT011918.2
NONMMUT049510.2 	NONHSAT224898.1
NONMMUT049517.2 	NONHSAT226542.1
NONMMUT049523.2 	NONHSAT002346.2
NONMMUT049533.2 	NONHSAT148699.1
NONMMUT049534.2 	NONHSAT092574.2
NONMMUT049664.2 	NONHSAT002168.2
NONMMUT049687.2 	NONHSAT159937.1
NONMMUT049692.2 	NONHSAT168604.1
NONMMUT049699.2 	NONHSAT226522.1
NONMMUT049806.2 	NONHSAT002002.2
NONMMUT049830.2 	NONHSAT151328.1
NONMMUT049903.2 	NONHSAT151313.1
NONMMUT049915.2 	NONHSAT224838.1
NONMMUT049950.2 	NONHSAT153519.1
NONMMUT049952.2 	NONHSAT151304.1
NONMMUT049980.2 	NONHSAT162650.1
NONMMUT049999.2 	NONHSAT226473.1
NONMMUT050071.2 	NONHSAT102419.2
NONMMUT050073.2 	NONHSAT074995.2
NONMMUT050088.2 	NONHSAT226454.1
NONMMUT050107.2 	NONHSAT080702.2
NONMMUT050113.2 	NONHSAT226452.1
NONMMUT050134.2 	NONHSAT030029.2
NONMMUT050150.2 	NONHSAT090697.2
NONMMUT050156.2 	NONHSAT147667.2
NONMMUT050210.2 	NONHSAT151232.1
NONMMUT050228.2 	NONHSAT151221.1
NONMMUT050244.2 	NONHSAT183385.1
NONMMUT050246.2 	NONHSAT148476.1
NONMMUT050257.2 	NONHSAT151216.1
NONMMUT050358.2 	NONHSAT001050.2
NONMMUT050418.2 	NONHSAT224699.1
NONMMUT050425.2 	NONHSAT097885.2
NONMMUT050436.2 	NONHSAT151804.1
NONMMUT050438.2 	NONHSAT000970.2
NONMMUT050440.2 	NONHSAT127182.2
NONMMUT050458.2 	NONHSAT114651.2
NONMMUT050466.2 	NONHSAT224697.1
NONMMUT050471.2 	NONHSAT000959.2
NONMMUT050504.2 	NONHSAT194494.1
NONMMUT050508.2 	NONHSAT123205.2
NONMMUT050556.2 	NONHSAT123336.2
NONMMUT050573.2 	NONHSAT087131.2
NONMMUT050597.2 	NONHSAT226362.1
NONMMUT050600.2 	NONHSAT224689.1
NONMMUT050607.2 	NONHSAT148374.1
NONMMUT050625.2 	NONHSAT060942.2
NONMMUT050707.2 	NONHSAT080234.2
NONMMUT050737.2 	NONHSAT224652.1
NONMMUT050871.2 	NONHSAT131809.2
NONMMUT050886.2 	NONHSAT151006.1
NONMMUT050892.2 	NONHSAT151004.1
NONMMUT050897.2 	NONHSAT226298.1
NONMMUT050930.2 	NONHSAT148237.1
NONMMUT050941.2 	NONHSAT150981.1
NONMMUT050994.2 	NONHSAT000327.2
NONMMUT051002.2 	NONHSAT224573.1
NONMMUT051077.2 	NONHSAT066351.2
NONMMUT051083.2 	NONHSAT253552.1
NONMMUT051097.2 	NONHSAT009929.2
NONMMUT051185.2 	NONHSAT121858.2
NONMMUT051208.2 	NONHSAT213688.1
NONMMUT051217.2 	NONHSAT114826.2
NONMMUT051265.2 	NONHSAT214804.1
NONMMUT051312.2 	NONHSAT121765.2
NONMMUT051315.2 	NONHSAT212309.1
NONMMUT051328.2 	NONHSAT121733.2
NONMMUT051343.2 	NONHSAT138587.2
NONMMUT051344.2 	NONHSAT253496.1
NONMMUT051376.2 	NONHSAT144778.2
NONMMUT051390.2 	NONHSAT254278.1
NONMMUT051413.2 	NONHSAT209748.1
NONMMUT051425.2 	NONHSAT212484.1
NONMMUT051426.2 	NONHSAT130700.2
NONMMUT051427.2 	NONHSAT075008.2
NONMMUT051454.2 	NONHSAT163849.1
NONMMUT051456.2 	NONHSAT005364.2
NONMMUT051467.2 	NONHSAT253171.1
NONMMUT051480.2 	NONHSAT213798.1
NONMMUT051542.2 	NONHSAT124167.2
NONMMUT051564.2 	NONHSAT124210.2
NONMMUT051578.2 	NONHSAT124243.2
NONMMUT051590.2 	NONHSAT214136.1
NONMMUT051592.2 	NONHSAT008913.2
NONMMUT051594.2 	NONHSAT099191.2
NONMMUT051660.2 	NONHSAT212954.1
NONMMUT051669.2 	NONHSAT254706.1
NONMMUT051727.2 	NONHSAT069707.2
NONMMUT051733.2 	NONHSAT241809.1
NONMMUT051779.2 	NONHSAT184383.1
NONMMUT051833.2 	NONHSAT238319.1
NONMMUT051921.2 	NONHSAT198182.1
NONMMUT052017.2 	NONHSAT248111.1
NONMMUT052055.2 	NONHSAT092342.2
NONMMUT052110.2 	NONHSAT199759.1
NONMMUT052161.2 	NONHSAT247411.1
NONMMUT052170.2 	NONHSAT248193.1
NONMMUT052232.2 	NONHSAT139107.2
NONMMUT052270.2 	NONHSAT248202.1
NONMMUT052273.2 	NONHSAT198399.1
NONMMUT052338.2 	NONHSAT095898.2
NONMMUT052356.2 	NONHSAT030816.2
NONMMUT052359.2 	NONHSAT248224.1
NONMMUT052395.2 	NONHSAT248238.1
NONMMUT052396.2 	NONHSAT075534.2
NONMMUT052494.2 	NONHSAT096092.2
NONMMUT052500.2 	NONHSAT199892.1
NONMMUT052509.2 	NONHSAT199894.1
NONMMUT052539.2 	NONHSAT198520.1
NONMMUT052557.2 	NONHSAT201165.1
NONMMUT052580.2 	NONHSAT248257.1
NONMMUT052593.2 	NONHSAT096182.2
NONMMUT052600.2 	NONHSAT096188.2
NONMMUT052664.2 	NONHSAT096249.2
NONMMUT052674.2 	NONHSAT030376.2
NONMMUT052690.2 	NONHSAT248276.1
NONMMUT052706.2 	NONHSAT247497.1
NONMMUT052728.2 	NONHSAT198579.1
