NONMMUT000001.2 	NONHSAT212998.1
NONMMUT051713.2 	NONHSAT090533.2
NONMMUT051714.2 	NONHSAT069698.2
NONMMUT051715.2 	NONHSAT090533.2
NONMMUT051717.2 	NONHSAT150958.1
NONMMUT051718.2 	NONHSAT077849.2
NONMMUT051725.2 	NONHSAT158432.1
NONMMUT051727.2 	NONHSAT069707.2
NONMMUT051728.2 	NONHSAT069707.2
NONMMUT051730.2 	NONHSAT188315.1
NONMMUT051733.2 	NONHSAT241809.1
NONMMUT051734.2 	NONHSAT230716.1
NONMMUT051735.2 	NONHSAT233504.1
NONMMUT051738.2 	NONHSAT220315.1
NONMMUT051739.2 	NONHSAT253403.1
NONMMUT051748.2 	NONHSAT228093.1
NONMMUT051749.2 	NONHSAT255398.1
NONMMUT051750.2 	NONHSAT216667.1
NONMMUT051751.2 	NONHSAT041803.2
NONMMUT051758.2 	NONHSAT184658.1
NONMMUT051760.2 	NONHSAT148809.1
NONMMUT051768.2 	NONHSAT121988.2
NONMMUT051769.2 	NONHSAT255121.1
NONMMUT051770.2 	NONHSAT114659.2
NONMMUT051771.2 	NONHSAT106455.2
NONMMUT051775.2 	NONHSAT232785.1
NONMMUT051777.2 	NONHSAT025934.2
NONMMUT051778.2 	NONHSAT069792.2
NONMMUT051779.2 	NONHSAT184383.1
NONMMUT051780.2 	NONHSAT258026.1
NONMMUT051781.2 	NONHSAT184383.1
NONMMUT051782.2 	NONHSAT184383.1
NONMMUT051783.2 	NONHSAT184383.1
NONMMUT051784.2 	NONHSAT184383.1
NONMMUT051785.2 	NONHSAT235600.1
NONMMUT051786.2 	NONHSAT202146.1
NONMMUT051787.2 	NONHSAT229403.1
NONMMUT051789.2 	NONHSAT135347.2
NONMMUT051792.2 	NONHSAT114801.2
NONMMUT051796.2 	NONHSAT210146.1
NONMMUT051797.2 	NONHSAT174261.1
NONMMUT051802.2 	NONHSAT253669.1
NONMMUT051806.2 	NONHSAT208656.1
NONMMUT051808.2 	NONHSAT258555.1
NONMMUT051809.2 	NONHSAT182169.1
NONMMUT051810.2 	NONHSAT237262.1
NONMMUT051815.2 	NONHSAT177883.1
NONMMUT051816.2 	NONHSAT116117.2
NONMMUT051817.2 	NONHSAT227925.1
NONMMUT051818.2 	NONHSAT091708.2
NONMMUT051819.2 	NONHSAT237090.1
NONMMUT051821.2 	NONHSAT184395.1
NONMMUT051825.2 	NONHSAT205315.1
NONMMUT051826.2 	NONHSAT025216.2
NONMMUT051827.2 	NONHSAT085056.2
NONMMUT051828.2 	NONHSAT077581.2
NONMMUT051829.2 	NONHSAT147913.2
NONMMUT051830.2 	NONHSAT044020.2
NONMMUT051831.2 	NONHSAT157294.1
NONMMUT051832.2 	NONHSAT157294.1
NONMMUT051833.2 	NONHSAT238319.1
NONMMUT051835.2 	NONHSAT216991.1
NONMMUT051836.2 	NONHSAT252949.1
NONMMUT051837.2 	NONHSAT153557.1
NONMMUT051840.2 	NONHSAT170455.1
NONMMUT051843.2 	NONHSAT242522.1
NONMMUT051846.2 	NONHSAT059637.2
NONMMUT051847.2 	NONHSAT145792.2
NONMMUT051850.2 	NONHSAT207908.1
NONMMUT051851.2 	NONHSAT223298.1
NONMMUT051852.2 	NONHSAT204340.1
NONMMUT051853.2 	NONHSAT135041.2
NONMMUT051854.2 	NONHSAT135041.2
NONMMUT051857.2 	NONHSAT063836.2
NONMMUT051858.2 	NONHSAT203630.1
NONMMUT051859.2 	NONHSAT170437.1
NONMMUT051860.2 	NONHSAT231324.1
NONMMUT051861.2 	NONHSAT118801.2
NONMMUT051862.2 	NONHSAT154303.1
NONMMUT051864.2 	NONHSAT040269.2
NONMMUT051867.2 	NONHSAT055805.2
NONMMUT051869.2 	NONHSAT243985.1
NONMMUT051870.2 	NONHSAT243985.1
NONMMUT051871.2 	NONHSAT096108.2
NONMMUT051872.2 	NONHSAT156447.1
NONMMUT051875.2 	NONHSAT232199.1
NONMMUT051879.2 	NONHSAT102279.2
NONMMUT051884.2 	NONHSAT191906.1
NONMMUT051885.2 	NONHSAT254819.1
NONMMUT051886.2 	NONHSAT168489.1
NONMMUT051887.2 	NONHSAT013600.2
NONMMUT051889.2 	NONHSAT080097.2
NONMMUT051891.2 	NONHSAT128443.2
NONMMUT051892.2 	NONHSAT224416.1
NONMMUT051894.2 	NONHSAT248889.1
NONMMUT051895.2 	NONHSAT031595.2
NONMMUT051896.2 	NONHSAT224588.1
NONMMUT051897.2 	NONHSAT031595.2
NONMMUT051898.2 	NONHSAT256514.1
NONMMUT051900.2 	NONHSAT017162.2
NONMMUT051901.2 	NONHSAT231686.1
NONMMUT051903.2 	NONHSAT029045.2
NONMMUT051904.2 	NONHSAT231686.1
NONMMUT051906.2 	NONHSAT211864.1
NONMMUT051907.2 	NONHSAT238209.1
NONMMUT051908.2 	NONHSAT257865.1
NONMMUT051909.2 	NONHSAT247210.1
NONMMUT051918.2 	NONHSAT075679.2
NONMMUT051921.2 	NONHSAT198182.1
NONMMUT051922.2 	NONHSAT221724.1
NONMMUT051923.2 	NONHSAT243140.1
NONMMUT051925.2 	NONHSAT182011.1
NONMMUT051928.2 	NONHSAT253112.1
NONMMUT051929.2 	NONHSAT246878.1
NONMMUT051936.2 	NONHSAT008746.2
NONMMUT051942.2 	NONHSAT201459.1
NONMMUT051943.2 	NONHSAT168124.1
NONMMUT051948.2 	NONHSAT160968.1
NONMMUT051949.2 	NONHSAT255561.1
NONMMUT051951.2 	NONHSAT168787.1
NONMMUT051952.2 	NONHSAT025925.2
NONMMUT051953.2 	NONHSAT255561.1
NONMMUT051955.2 	NONHSAT248985.1
NONMMUT051956.2 	NONHSAT000024.2
NONMMUT051958.2 	NONHSAT083239.2
NONMMUT051959.2 	NONHSAT191025.1
NONMMUT051960.2 	NONHSAT160968.1
NONMMUT051963.2 	NONHSAT240985.1
NONMMUT051965.2 	NONHSAT077942.2
NONMMUT051967.2 	NONHSAT124377.2
NONMMUT051970.2 	NONHSAT252949.1
NONMMUT051972.2 	NONHSAT118670.2
NONMMUT051973.2 	NONHSAT108206.2
NONMMUT051975.2 	NONHSAT183911.1
NONMMUT051976.2 	NONHSAT077581.2
NONMMUT051978.2 	NONHSAT096108.2
NONMMUT051979.2 	NONHSAT096108.2
NONMMUT051980.2 	NONHSAT258537.1
NONMMUT051981.2 	NONHSAT100501.2
NONMMUT051982.2 	NONHSAT158743.1
NONMMUT051983.2 	NONHSAT148809.1
NONMMUT051984.2 	NONHSAT148809.1
NONMMUT051985.2 	NONHSAT031595.2
NONMMUT051986.2 	NONHSAT148809.1
NONMMUT051987.2 	NONHSAT148809.1
NONMMUT051992.2 	NONHSAT188310.1
NONMMUT051993.2 	NONHSAT208597.1
NONMMUT051994.2 	NONHSAT221614.1
NONMMUT051997.2 	NONHSAT242280.1
NONMMUT051998.2 	NONHSAT178626.1
NONMMUT051999.2 	NONHSAT178719.1
NONMMUT052000.2 	NONHSAT206051.1
NONMMUT052001.2 	NONHSAT115059.2
NONMMUT052003.2 	NONHSAT256112.1
NONMMUT052006.2 	NONHSAT193072.1
NONMMUT052007.2 	NONHSAT257102.1
NONMMUT052008.2 	NONHSAT228990.1
NONMMUT052011.2 	NONHSAT100534.2
NONMMUT052015.2 	NONHSAT005128.2
NONMMUT052016.2 	NONHSAT196708.1
NONMMUT052017.2 	NONHSAT248111.1
NONMMUT052022.2 	NONHSAT190687.1
NONMMUT052024.2 	NONHSAT242100.1
NONMMUT052026.2 	NONHSAT157135.1
NONMMUT052027.2 	NONHSAT121629.2
NONMMUT052029.2 	NONHSAT085059.2
NONMMUT052030.2 	NONHSAT192592.1
NONMMUT052031.2 	NONHSAT213039.1
NONMMUT052032.2 	NONHSAT007391.2
NONMMUT052033.2 	NONHSAT107842.2
NONMMUT052034.2 	NONHSAT219858.1
NONMMUT052035.2 	NONHSAT199842.1
NONMMUT052036.2 	NONHSAT150108.1
NONMMUT052038.2 	NONHSAT174008.1
NONMMUT052045.2 	NONHSAT207514.1
NONMMUT052046.2 	NONHSAT063860.2
NONMMUT052047.2 	NONHSAT116829.2
NONMMUT052048.2 	NONHSAT188679.1
NONMMUT052049.2 	NONHSAT217813.1
NONMMUT052050.2 	NONHSAT256727.1
NONMMUT052055.2 	NONHSAT092342.2
NONMMUT052056.2 	NONHSAT251252.1
NONMMUT052058.2 	NONHSAT004125.2
NONMMUT052062.2 	NONHSAT177479.1
NONMMUT052063.2 	NONHSAT177479.1
NONMMUT052064.2 	NONHSAT198280.1
NONMMUT052065.2 	NONHSAT091573.2
NONMMUT052066.2 	NONHSAT063661.2
NONMMUT052068.2 	NONHSAT096108.2
NONMMUT052070.2 	NONHSAT124573.2
NONMMUT052074.2 	NONHSAT139628.2
NONMMUT052075.2 	NONHSAT063820.2
NONMMUT052076.2 	NONHSAT093472.2
NONMMUT052078.2 	NONHSAT224361.1
NONMMUT052080.2 	NONHSAT156234.1
NONMMUT052081.2 	NONHSAT231686.1
NONMMUT052083.2 	NONHSAT223464.1
NONMMUT052084.2 	NONHSAT181336.1
NONMMUT052086.2 	NONHSAT206283.1
NONMMUT052087.2 	NONHSAT229863.1
NONMMUT052088.2 	NONHSAT234844.1
NONMMUT052089.2 	NONHSAT007467.2
NONMMUT052090.2 	NONHSAT205298.1
NONMMUT052091.2 	NONHSAT256999.1
NONMMUT052092.2 	NONHSAT124597.2
NONMMUT052093.2 	NONHSAT121180.2
NONMMUT052094.2 	NONHSAT220354.1
NONMMUT052095.2 	NONHSAT208075.1
NONMMUT052096.2 	NONHSAT115364.2
NONMMUT052097.2 	NONHSAT222163.1
NONMMUT052099.2 	NONHSAT082317.2
NONMMUT052100.2 	NONHSAT214219.1
NONMMUT052101.2 	NONHSAT222377.1
NONMMUT052102.2 	NONHSAT250502.1
NONMMUT052103.2 	NONHSAT118612.2
NONMMUT052106.2 	NONHSAT222473.1
NONMMUT052107.2 	NONHSAT099901.2
NONMMUT052108.2 	NONHSAT246153.1
NONMMUT052110.2 	NONHSAT199759.1
NONMMUT052111.2 	NONHSAT247487.1
NONMMUT052114.2 	NONHSAT055805.2
NONMMUT052115.2 	NONHSAT229511.1
NONMMUT052116.2 	NONHSAT197059.1
NONMMUT052117.2 	NONHSAT258471.1
NONMMUT052118.2 	NONHSAT258471.1
NONMMUT052119.2 	NONHSAT218986.1
NONMMUT052120.2 	NONHSAT258471.1
NONMMUT052121.2 	NONHSAT067075.2
NONMMUT052122.2 	NONHSAT191842.1
NONMMUT052123.2 	NONHSAT242537.1
NONMMUT052124.2 	NONHSAT239691.1
NONMMUT052125.2 	NONHSAT154379.1
NONMMUT052126.2 	NONHSAT125277.2
NONMMUT052127.2 	NONHSAT096108.2
NONMMUT052128.2 	NONHSAT156447.1
NONMMUT052131.2 	NONHSAT231686.1
NONMMUT052132.2 	NONHSAT031595.2
NONMMUT052133.2 	NONHSAT247387.1
NONMMUT052135.2 	NONHSAT249309.1
NONMMUT052137.2 	NONHSAT254255.1
NONMMUT052139.2 	NONHSAT065912.2
NONMMUT052140.2 	NONHSAT231127.1
NONMMUT052141.2 	NONHSAT240656.1
NONMMUT052142.2 	NONHSAT148809.1
NONMMUT052143.2 	NONHSAT243076.1
NONMMUT052144.2 	NONHSAT202191.1
NONMMUT052147.2 	NONHSAT183548.1
NONMMUT052148.2 	NONHSAT155886.1
NONMMUT052149.2 	NONHSAT223422.1
NONMMUT052150.2 	NONHSAT172163.1
NONMMUT052151.2 	NONHSAT243200.1
NONMMUT052152.2 	NONHSAT229413.1
NONMMUT052155.2 	NONHSAT188310.1
NONMMUT052159.2 	NONHSAT085056.2
NONMMUT052161.2 	NONHSAT247411.1
NONMMUT052162.2 	NONHSAT246152.1
NONMMUT052163.2 	NONHSAT242537.1
NONMMUT052164.2 	NONHSAT198351.1
NONMMUT052165.2 	NONHSAT191378.1
NONMMUT052167.2 	NONHSAT242100.1
NONMMUT052170.2 	NONHSAT248193.1
NONMMUT052173.2 	NONHSAT077798.2
NONMMUT052175.2 	NONHSAT211438.1
NONMMUT052176.2 	NONHSAT233114.1
NONMMUT052177.2 	NONHSAT236891.1
NONMMUT052178.2 	NONHSAT247517.1
NONMMUT052179.2 	NONHSAT041304.2
NONMMUT052180.2 	NONHSAT230684.1
NONMMUT052181.2 	NONHSAT214599.1
NONMMUT052182.2 	NONHSAT257543.1
NONMMUT052185.2 	NONHSAT068775.2
NONMMUT052186.2 	NONHSAT258779.1
NONMMUT052187.2 	NONHSAT224993.1
NONMMUT052188.2 	NONHSAT223997.1
NONMMUT052190.2 	NONHSAT232200.1
NONMMUT052191.2 	NONHSAT227312.1
NONMMUT052192.2 	NONHSAT258864.1
NONMMUT052198.2 	NONHSAT236881.1
NONMMUT052199.2 	NONHSAT159010.1
NONMMUT052202.2 	NONHSAT234471.1
NONMMUT052203.2 	NONHSAT235922.1
NONMMUT052204.2 	NONHSAT191973.1
NONMMUT052205.2 	NONHSAT258555.1
NONMMUT052206.2 	NONHSAT167020.1
NONMMUT052207.2 	NONHSAT184130.1
NONMMUT052208.2 	NONHSAT152314.1
NONMMUT052209.2 	NONHSAT130252.2
NONMMUT052210.2 	NONHSAT074252.2
NONMMUT052211.2 	NONHSAT249221.1
NONMMUT052212.2 	NONHSAT166760.1
NONMMUT052213.2 	NONHSAT152549.1
NONMMUT052214.2 	NONHSAT167048.1
NONMMUT052215.2 	NONHSAT167246.1
NONMMUT052216.2 	NONHSAT256445.1
NONMMUT052217.2 	NONHSAT100501.2
NONMMUT052218.2 	NONHSAT237214.1
NONMMUT052219.2 	NONHSAT228719.1
NONMMUT052220.2 	NONHSAT009242.2
NONMMUT052221.2 	NONHSAT031595.2
NONMMUT052222.2 	NONHSAT211438.1
NONMMUT052223.2 	NONHSAT253921.1
NONMMUT052224.2 	NONHSAT108066.2
NONMMUT052225.2 	NONHSAT194746.1
NONMMUT052226.2 	NONHSAT231686.1
NONMMUT052227.2 	NONHSAT068183.2
NONMMUT052228.2 	NONHSAT205963.1
NONMMUT052230.2 	NONHSAT215899.1
NONMMUT052231.2 	NONHSAT256588.1
NONMMUT052232.2 	NONHSAT139107.2
NONMMUT052233.2 	NONHSAT126529.2
NONMMUT052237.2 	NONHSAT201405.1
NONMMUT052241.2 	NONHSAT215900.1
NONMMUT052243.2 	NONHSAT252894.1
NONMMUT052244.2 	NONHSAT063605.2
NONMMUT052245.2 	NONHSAT228631.1
NONMMUT052246.2 	NONHSAT081568.2
NONMMUT052248.2 	NONHSAT168610.1
NONMMUT052249.2 	NONHSAT168610.1
NONMMUT052251.2 	NONHSAT245204.1
NONMMUT052252.2 	NONHSAT191348.1
NONMMUT052253.2 	NONHSAT151764.1
NONMMUT052255.2 	NONHSAT213822.1
NONMMUT052256.2 	NONHSAT242740.1
NONMMUT052258.2 	NONHSAT080154.2
NONMMUT052259.2 	NONHSAT148809.1
NONMMUT052260.2 	NONHSAT061526.2
NONMMUT052261.2 	NONHSAT252246.1
NONMMUT052262.2 	NONHSAT232890.1
NONMMUT052263.2 	NONHSAT234868.1
NONMMUT052264.2 	NONHSAT248538.1
NONMMUT052265.2 	NONHSAT134364.2
NONMMUT052266.2 	NONHSAT243414.1
NONMMUT052267.2 	NONHSAT237285.1
NONMMUT052268.2 	NONHSAT076580.2
NONMMUT052269.2 	NONHSAT148809.1
NONMMUT052270.2 	NONHSAT248202.1
NONMMUT052273.2 	NONHSAT198399.1
NONMMUT052274.2 	NONHSAT179254.1
NONMMUT052275.2 	NONHSAT160968.1
NONMMUT052277.2 	NONHSAT258027.1
NONMMUT052278.2 	NONHSAT258027.1
NONMMUT052279.2 	NONHSAT253260.1
NONMMUT052280.2 	NONHSAT033932.2
NONMMUT052283.2 	NONHSAT228516.1
NONMMUT052284.2 	NONHSAT258027.1
NONMMUT052287.2 	NONHSAT148809.1
NONMMUT052288.2 	NONHSAT130993.2
NONMMUT052289.2 	NONHSAT179818.1
NONMMUT052292.2 	NONHSAT229150.1
NONMMUT052293.2 	NONHSAT121629.2
NONMMUT052294.2 	NONHSAT158599.1
NONMMUT052295.2 	NONHSAT168840.1
NONMMUT052297.2 	NONHSAT061529.2
NONMMUT052298.2 	NONHSAT077717.2
NONMMUT052299.2 	NONHSAT148507.1
NONMMUT052304.2 	NONHSAT257815.1
NONMMUT052306.2 	NONHSAT197361.1
NONMMUT052310.2 	NONHSAT153385.1
NONMMUT052312.2 	NONHSAT081684.2
NONMMUT052313.2 	NONHSAT243140.1
NONMMUT052314.2 	NONHSAT257328.1
NONMMUT052315.2 	NONHSAT071268.2
NONMMUT052318.2 	NONHSAT254077.1
NONMMUT052319.2 	NONHSAT012864.2
NONMMUT052321.2 	NONHSAT148809.1
NONMMUT052323.2 	NONHSAT138604.2
NONMMUT052325.2 	NONHSAT081188.2
NONMMUT052327.2 	NONHSAT254255.1
NONMMUT052328.2 	NONHSAT216085.1
NONMMUT052329.2 	NONHSAT168756.1
NONMMUT052331.2 	NONHSAT240002.1
NONMMUT052334.2 	NONHSAT079044.2
NONMMUT052335.2 	NONHSAT242517.1
NONMMUT052336.2 	NONHSAT079430.2
NONMMUT052338.2 	NONHSAT095898.2
NONMMUT052342.2 	NONHSAT248012.1
NONMMUT052343.2 	NONHSAT246376.1
NONMMUT052347.2 	NONHSAT247882.1
NONMMUT052349.2 	NONHSAT099968.2
NONMMUT052350.2 	NONHSAT099968.2
NONMMUT052354.2 	NONHSAT231620.1
NONMMUT052355.2 	NONHSAT248224.1
NONMMUT052356.2 	NONHSAT030816.2
NONMMUT052359.2 	NONHSAT248224.1
NONMMUT052361.2 	NONHSAT216440.1
NONMMUT052362.2 	NONHSAT074242.2
NONMMUT052363.2 	NONHSAT236770.1
NONMMUT052364.2 	NONHSAT183232.1
NONMMUT052365.2 	NONHSAT148809.1
NONMMUT052366.2 	NONHSAT234868.1
NONMMUT052367.2 	NONHSAT245170.1
NONMMUT052368.2 	NONHSAT208590.1
NONMMUT052369.2 	NONHSAT216921.1
NONMMUT052370.2 	NONHSAT008888.2
NONMMUT052371.2 	NONHSAT256613.1
NONMMUT052373.2 	NONHSAT096655.2
NONMMUT052377.2 	NONHSAT158458.1
NONMMUT052379.2 	NONHSAT138788.2
NONMMUT052380.2 	NONHSAT138788.2
NONMMUT052381.2 	NONHSAT241107.1
NONMMUT052382.2 	NONHSAT256191.1
NONMMUT052387.2 	NONHSAT237636.1
NONMMUT052388.2 	NONHSAT237636.1
NONMMUT052391.2 	NONHSAT102887.2
NONMMUT052395.2 	NONHSAT248238.1
NONMMUT052396.2 	NONHSAT075534.2
NONMMUT052399.2 	NONHSAT205933.1
NONMMUT052406.2 	NONHSAT031595.2
NONMMUT052412.2 	NONHSAT000342.2
NONMMUT052413.2 	NONHSAT046709.2
NONMMUT052414.2 	NONHSAT047228.2
NONMMUT052415.2 	NONHSAT200905.1
NONMMUT052416.2 	NONHSAT159503.1
NONMMUT052417.2 	NONHSAT077581.2
NONMMUT052418.2 	NONHSAT245048.1
NONMMUT052422.2 	NONHSAT208408.1
NONMMUT052423.2 	NONHSAT161360.1
NONMMUT052424.2 	NONHSAT170647.1
NONMMUT052425.2 	NONHSAT221680.1
NONMMUT052426.2 	NONHSAT230673.1
NONMMUT052427.2 	NONHSAT096031.2
NONMMUT052428.2 	NONHSAT243076.1
NONMMUT052429.2 	NONHSAT243140.1
NONMMUT052430.2 	NONHSAT144551.2
NONMMUT052431.2 	NONHSAT219494.1
NONMMUT052432.2 	NONHSAT219494.1
NONMMUT052433.2 	NONHSAT243077.1
NONMMUT052434.2 	NONHSAT219494.1
NONMMUT052435.2 	NONHSAT246164.1
NONMMUT052436.2 	NONHSAT219494.1
NONMMUT052437.2 	NONHSAT246164.1
NONMMUT052438.2 	NONHSAT219494.1
NONMMUT052439.2 	NONHSAT114756.2
NONMMUT052440.2 	NONHSAT174684.1
NONMMUT052441.2 	NONHSAT231686.1
NONMMUT052442.2 	NONHSAT139636.2
NONMMUT052443.2 	NONHSAT240265.1
NONMMUT052444.2 	NONHSAT231686.1
NONMMUT052445.2 	NONHSAT240265.1
NONMMUT052446.2 	NONHSAT231686.1
NONMMUT052447.2 	NONHSAT199872.1
NONMMUT052448.2 	NONHSAT199872.1
NONMMUT052449.2 	NONHSAT098606.2
NONMMUT052450.2 	NONHSAT218027.1
NONMMUT052451.2 	NONHSAT236819.1
NONMMUT052452.2 	NONHSAT146940.2
NONMMUT052453.2 	NONHSAT085056.2
NONMMUT052454.2 	NONHSAT085056.2
NONMMUT052455.2 	NONHSAT205156.1
NONMMUT052456.2 	NONHSAT196708.1
NONMMUT052458.2 	NONHSAT116133.2
NONMMUT052459.2 	NONHSAT156050.1
NONMMUT052460.2 	NONHSAT082317.2
NONMMUT052463.2 	NONHSAT003328.2
NONMMUT052464.2 	NONHSAT166217.1
NONMMUT052467.2 	NONHSAT248247.1
NONMMUT052469.2 	NONHSAT188310.1
NONMMUT052470.2 	NONHSAT248596.1
NONMMUT052471.2 	NONHSAT003328.2
NONMMUT052472.2 	NONHSAT096108.2
NONMMUT052473.2 	NONHSAT257865.1
NONMMUT052475.2 	NONHSAT060768.2
NONMMUT052477.2 	NONHSAT039400.2
NONMMUT052485.2 	NONHSAT077942.2
NONMMUT052486.2 	NONHSAT069099.2
NONMMUT052491.2 	NONHSAT249796.1
NONMMUT052492.2 	NONHSAT104344.2
NONMMUT052493.2 	NONHSAT217282.1
NONMMUT052494.2 	NONHSAT096092.2
NONMMUT052498.2 	NONHSAT164256.1
NONMMUT052500.2 	NONHSAT199892.1
NONMMUT052501.2 	NONHSAT003346.2
NONMMUT052503.2 	NONHSAT191885.1
NONMMUT052504.2 	NONHSAT029058.2
NONMMUT052507.2 	NONHSAT082317.2
NONMMUT052508.2 	NONHSAT241036.1
NONMMUT052509.2 	NONHSAT199894.1
NONMMUT052510.2 	NONHSAT231952.1
NONMMUT052511.2 	NONHSAT216967.1
NONMMUT052514.2 	NONHSAT166212.1
NONMMUT052515.2 	NONHSAT077793.2
NONMMUT052516.2 	NONHSAT228345.1
NONMMUT052517.2 	NONHSAT134903.2
NONMMUT052518.2 	NONHSAT099969.2
NONMMUT052519.2 	NONHSAT202122.1
NONMMUT052520.2 	NONHSAT116258.2
NONMMUT052529.2 	NONHSAT151616.1
NONMMUT052530.2 	NONHSAT039400.2
NONMMUT052531.2 	NONHSAT031595.2
NONMMUT052533.2 	NONHSAT203759.1
NONMMUT052536.2 	NONHSAT104499.2
NONMMUT052537.2 	NONHSAT167505.1
NONMMUT052538.2 	NONHSAT251120.1
NONMMUT052539.2 	NONHSAT198520.1
NONMMUT052543.2 	NONHSAT208371.1
NONMMUT052544.2 	NONHSAT164294.1
NONMMUT052545.2 	NONHSAT211180.1
NONMMUT052551.2 	NONHSAT229998.1
NONMMUT052555.2 	NONHSAT060667.2
NONMMUT052556.2 	NONHSAT060667.2
NONMMUT052557.2 	NONHSAT201165.1
NONMMUT052559.2 	NONHSAT005199.2
NONMMUT052560.2 	NONHSAT231372.1
NONMMUT052562.2 	NONHSAT253112.1
NONMMUT052564.2 	NONHSAT012619.2
NONMMUT052566.2 	NONHSAT080017.2
NONMMUT052568.2 	NONHSAT165346.1
NONMMUT052569.2 	NONHSAT008620.2
NONMMUT052570.2 	NONHSAT244379.1
NONMMUT052571.2 	NONHSAT228753.1
NONMMUT052573.2 	NONHSAT188839.1
NONMMUT052574.2 	NONHSAT249209.1
NONMMUT052575.2 	NONHSAT121629.2
NONMMUT052577.2 	NONHSAT255520.1
NONMMUT052580.2 	NONHSAT248257.1
NONMMUT052582.2 	NONHSAT236707.1
NONMMUT052583.2 	NONHSAT084416.2
NONMMUT052585.2 	NONHSAT222787.1
NONMMUT052586.2 	NONHSAT243203.1
NONMMUT052593.2 	NONHSAT096182.2
NONMMUT052596.2 	NONHSAT241773.1
NONMMUT052597.2 	NONHSAT149701.1
NONMMUT052600.2 	NONHSAT096188.2
NONMMUT052601.2 	NONHSAT100534.2
NONMMUT052602.2 	NONHSAT255520.1
NONMMUT052605.2 	NONHSAT258814.1
NONMMUT052606.2 	NONHSAT229587.1
NONMMUT052608.2 	NONHSAT009238.2
NONMMUT052609.2 	NONHSAT198543.1
NONMMUT052610.2 	NONHSAT232199.1
NONMMUT052614.2 	NONHSAT031595.2
NONMMUT052615.2 	NONHSAT227081.1
NONMMUT052616.2 	NONHSAT115862.2
NONMMUT052617.2 	NONHSAT073200.2
NONMMUT052620.2 	NONHSAT211083.1
NONMMUT052621.2 	NONHSAT237122.1
NONMMUT052623.2 	NONHSAT061526.2
NONMMUT052626.2 	NONHSAT249934.1
NONMMUT052628.2 	NONHSAT055408.2
NONMMUT052629.2 	NONHSAT233326.1
NONMMUT052630.2 	NONHSAT041342.2
NONMMUT052631.2 	NONHSAT003716.2
NONMMUT052632.2 	NONHSAT231686.1
NONMMUT052633.2 	NONHSAT212697.1
NONMMUT052636.2 	NONHSAT186515.1
NONMMUT052638.2 	NONHSAT216991.1
NONMMUT052639.2 	NONHSAT082317.2
NONMMUT052647.2 	NONHSAT183547.1
NONMMUT052649.2 	NONHSAT248233.1
NONMMUT052650.2 	NONHSAT058765.2
NONMMUT052651.2 	NONHSAT200201.1
NONMMUT052653.2 	NONHSAT004546.2
NONMMUT052655.2 	NONHSAT173314.1
NONMMUT052657.2 	NONHSAT166212.1
NONMMUT052658.2 	NONHSAT178088.1
NONMMUT052659.2 	NONHSAT097885.2
NONMMUT052660.2 	NONHSAT233156.1
NONMMUT052661.2 	NONHSAT231449.1
NONMMUT052663.2 	NONHSAT244393.1
NONMMUT052664.2 	NONHSAT096249.2
NONMMUT052667.2 	NONHSAT031595.2
NONMMUT052668.2 	NONHSAT199929.1
NONMMUT052669.2 	NONHSAT242126.1
NONMMUT052671.2 	NONHSAT063988.2
NONMMUT052674.2 	NONHSAT030376.2
NONMMUT052676.2 	NONHSAT200758.1
NONMMUT052677.2 	NONHSAT094288.2
NONMMUT052680.2 	NONHSAT103883.2
NONMMUT052682.2 	NONHSAT241773.1
NONMMUT052683.2 	NONHSAT246376.1
NONMMUT052685.2 	NONHSAT190246.1
NONMMUT052687.2 	NONHSAT069099.2
NONMMUT052688.2 	NONHSAT148809.1
NONMMUT052690.2 	NONHSAT248276.1
NONMMUT052692.2 	NONHSAT077793.2
NONMMUT052694.2 	NONHSAT156331.1
NONMMUT052695.2 	NONHSAT031595.2
NONMMUT052696.2 	NONHSAT154798.1
NONMMUT052697.2 	NONHSAT244174.1
NONMMUT052698.2 	NONHSAT243153.1
NONMMUT052699.2 	NONHSAT061526.2
NONMMUT052701.2 	NONHSAT231686.1
NONMMUT052702.2 	NONHSAT236881.1
NONMMUT052703.2 	NONHSAT052808.2
NONMMUT052704.2 	NONHSAT240002.1
NONMMUT052705.2 	NONHSAT122458.2
NONMMUT052706.2 	NONHSAT247497.1
NONMMUT052707.2 	NONHSAT060847.2
NONMMUT052708.2 	NONHSAT060847.2
NONMMUT052709.2 	NONHSAT060847.2
NONMMUT052710.2 	NONHSAT236881.1
NONMMUT052711.2 	NONHSAT236881.1
NONMMUT052712.2 	NONHSAT243266.1
NONMMUT052713.2 	NONHSAT215113.1
NONMMUT052715.2 	NONHSAT254067.1
NONMMUT052718.2 	NONHSAT094430.2
NONMMUT052719.2 	NONHSAT223193.1
NONMMUT052722.2 	NONHSAT154455.1
NONMMUT052723.2 	NONHSAT132945.2
NONMMUT052724.2 	NONHSAT231970.1
NONMMUT052725.2 	NONHSAT231970.1
NONMMUT052726.2 	NONHSAT231970.1
NONMMUT052728.2 	NONHSAT198579.1
NONMMUT052731.2 	NONHSAT148809.1
NONMMUT052732.2 	NONHSAT161264.1
NONMMUT052733.2 	NONHSAT219366.1
NONMMUT052734.2 	NONHSAT242468.1
NONMMUT052735.2 	NONHSAT204373.1
